marca,ano,qtd_nucleos,qtd_threads,ram,gpu_dedicada,ram_gpu,entradas_usb,duracao_bateria,resolucao_tela,tipo_tela,tela_touch,armazenamento_hdd,armazenamento_ssd,segmento
dell,2011,6,6,12,não,0,2,541,FULLHD,IPS,sim,1000,250,2em1
hp,2022,8,12,8,não,0,3,575,FULLHD,OLED,não,0,250,ultraportatil
lenovo,2010,6,11,32,sim,6,2,159,4K,AMOLED,não,2000,125,jogos_premium
samsung,2012,4,8,12,não,0,2,576,FULLHD,AMOLED,sim,250,250,2em1
positivo,2013,4,8,4,não,0,3,222,HD,IPS,não,250,0,entrada
lenovo,2016,10,18,32,não,0,1,291,HD,IPS,não,1000,0,intermediario
apple,2010,8,9,8,não,0,2,489,4K,OLED,não,2000,250,premium
razer,2013,8,16,32,sim,6,2,105,QUADHD,OLED,não,250,125,jogos_premium
apple,2023,8,15,16,não,0,2,526,FULLHD,OLED,não,0,250,premium
dell,2022,8,14,16,não,0,2,577,FULLHD,OLED,não,0,500,premium
apple,2018,4,5,8,não,0,3,569,4K,OLED,não,0,1000,premium
samsung,2010,10,19,12,sim,6,2,107,FULLHD,TN,não,0,500,jogos_intermediarios
razer,2022,8,15,16,não,0,2,469,4K,OLED,não,0,250,premium
samsung,2011,6,10,8,não,0,2,546,HD,VA,não,500,0,intermediario
xiaomi,2010,4,7,16,não,0,2,518,4K,AMOLED,não,250,250,premium
positivo,2020,8,12,4,não,0,1,43,HD,TN,não,500,0,entrada
acer,2012,6,6,16,sim,6,4,158,4K,AMOLED,não,250,250,jogos_premium
lenovo,2016,12,24,16,sim,6,2,132,FULLHD,OLED,não,0,500,jogos_premium
razer,2015,8,10,16,sim,6,3,92,4K,AMOLED,não,0,2000,jogos_premium
acer,2020,10,17,8,não,0,2,485,HD,OLED,não,2000,0,intermediario
hp,2018,10,20,16,sim,6,1,32,4K,OLED,não,0,250,jogos_intermediarios
samsung,2017,10,19,16,sim,4,1,135,4K,VA,não,0,2000,jogos_intermediarios
samsung,2013,6,10,16,não,0,2,504,QUADHD,AMOLED,não,250,250,premium
lenovo,2019,6,12,8,sim,4,4,151,FULLHD,VA,não,0,250,jogos_entrada
lenovo,2019,4,5,12,sim,2,4,111,FULLHD,TN,não,0,250,jogos_entrada
razer,2013,6,8,8,não,0,3,502,4K,AMOLED,não,2000,250,premium
razer,2023,12,17,32,sim,8,4,148,FULLHD,AMOLED,não,0,250,jogos_premium
positivo,2014,6,7,32,não,0,4,36,HD,TN,não,2000,0,entrada
acer,2014,6,7,2,não,0,3,486,HD,TN,não,500,0,entrada
xiaomi,2016,4,8,16,não,0,3,436,FULLHD,OLED,não,0,250,premium
asus,2016,4,4,16,não,0,2,510,FULLHD,OLED,não,0,250,premium
positivo,2013,2,2,16,não,0,1,54,HD,IPS,não,500,0,entrada
lenovo,2010,6,6,16,não,0,2,254,FULLHD,AMOLED,sim,2000,250,2em1
huawei,2016,10,17,8,não,0,3,578,FULLHD,OLED,não,0,250,premium
lenovo,2012,4,5,6,não,0,3,590,FULLHD,OLED,não,0,500,ultraportatil
acer,2016,4,7,12,sim,2,3,170,FULLHD,IPS,não,0,250,jogos_entrada
samsung,2014,8,13,8,sim,2,3,195,FULLHD,OLED,não,250,125,jogos_entrada
asus,2019,8,14,16,não,0,2,558,FULLHD,OLED,não,0,1000,premium
positivo,2020,4,8,12,não,0,1,285,HD,IPS,não,250,0,entrada
lenovo,2020,10,10,16,sim,6,4,68,4K,OLED,não,0,500,jogos_premium
apple,2010,10,19,8,não,0,2,411,QUADHD,AMOLED,não,500,250,premium
apple,2010,10,20,16,não,0,3,400,FULLHD,OLED,não,0,1000,premium
hp,2021,8,8,8,sim,4,4,134,FULLHD,IPS,não,0,500,jogos_entrada
lenovo,2011,6,10,16,não,0,2,533,HD,TN,não,2000,0,entrada
asus,2015,6,7,8,não,0,1,240,HD,OLED,não,0,250,intermediario
dell,2012,2,4,16,não,0,3,538,FULLHD,IPS,não,500,500,ultraportatil
xiaomi,2016,4,7,8,não,0,2,535,4K,AMOLED,não,0,500,premium
apple,2015,4,6,16,não,0,2,424,QUADHD,AMOLED,não,0,250,premium
dell,2023,8,16,32,sim,6,4,73,FULLHD,AMOLED,não,0,1000,jogos_premium
acer,2017,6,9,16,sim,6,4,88,4K,IPS,não,0,250,jogos_intermediarios
huawei,2015,4,4,16,não,0,2,516,FULLHD,OLED,não,0,250,premium
lenovo,2018,10,19,16,não,0,1,428,HD,IPS,não,250,0,entrada
apple,2011,10,10,8,não,0,3,446,4K,AMOLED,não,1000,250,premium
asus,2018,6,10,12,não,0,3,590,HD,TN,não,1000,0,entrada
razer,2010,8,10,32,sim,6,3,127,FULLHD,AMOLED,não,0,250,jogos_premium
xiaomi,2014,4,4,16,não,0,3,564,4K,OLED,não,0,500,premium
asus,2011,6,7,4,não,0,3,458,HD,TN,não,0,250,entrada
hp,2022,10,10,8,sim,4,4,39,FULLHD,IPS,não,0,1000,jogos_entrada
lenovo,2016,10,14,32,não,0,2,530,FULLHD,OLED,não,0,500,ultraportatil
huawei,2020,8,16,16,não,0,3,517,4K,OLED,não,0,250,premium
positivo,2010,4,8,12,não,0,1,200,HD,TN,não,500,0,entrada
lenovo,2013,6,8,16,sim,4,2,170,QUADHD,VA,não,2000,125,jogos_intermediarios
xiaomi,2012,6,6,8,não,0,2,452,4K,AMOLED,não,2000,250,premium
xiaomi,2015,8,16,16,não,0,3,521,QUADHD,OLED,não,0,500,premium
xiaomi,2010,8,12,8,não,0,3,593,QUADHD,OLED,não,2000,250,premium
lenovo,2016,8,11,4,não,0,3,587,FULLHD,OLED,não,0,500,ultraportatil
lenovo,2015,4,4,8,não,0,3,406,4K,OLED,não,0,250,premium
hp,2013,6,11,8,não,0,3,567,FULLHD,TN,não,500,125,ultraportatil
dell,2020,6,6,16,sim,6,4,113,QUADHD,OLED,não,0,500,jogos_premium
razer,2011,12,14,8,não,0,2,585,4K,OLED,não,250,250,premium
acer,2023,8,8,12,sim,2,4,159,FULLHD,IPS,não,0,500,jogos_entrada
asus,2016,10,18,16,não,0,2,565,FULLHD,IPS,sim,0,1000,premium
apple,2020,6,9,8,não,0,2,523,FULLHD,OLED,não,0,2000,premium
dell,2013,6,7,6,não,0,3,523,HD,TN,não,2000,0,entrada
dell,2021,8,10,16,sim,4,4,146,QUADHD,OLED,não,0,500,jogos_intermediarios
acer,2011,12,13,32,sim,6,3,67,4K,AMOLED,não,1000,125,jogos_premium
acer,2013,6,12,12,não,0,2,213,FULLHD,AMOLED,sim,250,250,2em1
huawei,2011,4,7,8,não,0,3,507,QUADHD,AMOLED,não,2000,250,premium
samsung,2019,12,19,64,não,0,2,105,HD,OLED,não,500,0,intermediario
acer,2012,10,12,32,sim,6,1,89,4K,AMOLED,não,500,2000,jogos_premium
hp,2022,6,11,8,sim,2,4,120,FULLHD,OLED,não,0,2000,jogos_entrada
xiaomi,2014,12,20,16,não,0,3,426,4K,AMOLED,não,0,250,premium
lenovo,2017,4,5,12,sim,6,1,66,QUADHD,IPS,não,0,250,jogos_intermediarios
huawei,2020,8,9,16,não,0,2,568,FULLHD,AMOLED,não,0,2000,premium
samsung,2022,4,4,64,não,0,3,404,FULLHD,AMOLED,sim,0,2000,2em1
apple,2010,6,6,8,não,0,2,469,FULLHD,OLED,não,2000,250,premium
samsung,2014,8,12,4,não,0,1,309,HD,TN,não,2000,0,entrada
positivo,2011,6,9,2,não,0,1,147,HD,IPS,não,250,0,entrada
positivo,2013,4,5,4,não,0,3,244,HD,TN,não,1000,0,entrada
positivo,2021,10,15,2,não,0,2,300,HD,IPS,não,0,250,entrada
xiaomi,2018,6,8,16,não,0,3,483,4K,OLED,não,0,1000,premium
positivo,2017,4,5,16,não,0,1,204,HD,IPS,não,0,500,entrada
huawei,2020,12,16,8,não,0,2,559,4K,OLED,não,0,250,premium
hp,2017,4,4,64,não,0,2,535,FULLHD,IPS,não,0,500,ultraportatil
hp,2015,12,21,12,sim,4,4,74,4K,OLED,não,0,500,jogos_intermediarios
acer,2010,4,6,12,não,0,3,147,FULLHD,AMOLED,sim,250,250,2em1
huawei,2022,4,6,16,não,0,2,599,QUADHD,AMOLED,não,0,500,premium
hp,2018,8,14,8,sim,2,2,52,FULLHD,OLED,não,0,1000,jogos_entrada
asus,2019,6,11,8,não,0,3,529,FULLHD,TN,não,0,250,ultraportatil
hp,2021,8,12,32,não,0,2,559,FULLHD,OLED,não,0,250,ultraportatil
acer,2018,6,11,12,sim,6,3,194,FULLHD,IPS,não,0,250,jogos_intermediarios
xiaomi,2016,6,11,16,não,0,2,417,4K,OLED,não,0,2000,premium
huawei,2022,12,14,8,não,0,3,532,4K,OLED,não,0,500,premium
asus,2017,4,6,64,não,0,3,257,HD,VA,não,2000,0,intermediario
hp,2021,8,9,12,sim,6,4,70,4K,IPS,não,0,500,jogos_intermediarios
hp,2014,4,5,4,não,0,3,568,FULLHD,VA,não,0,2000,ultraportatil
apple,2013,8,14,8,não,0,3,590,QUADHD,AMOLED,não,500,250,premium
dell,2020,12,14,8,não,0,2,595,4K,AMOLED,não,0,500,premium
acer,2020,8,13,8,sim,4,4,161,FULLHD,OLED,não,0,250,jogos_entrada
samsung,2021,10,19,16,não,0,3,540,4K,AMOLED,não,0,250,premium
xiaomi,2021,12,22,16,não,0,2,447,4K,AMOLED,não,0,250,premium
samsung,2012,10,10,16,sim,6,2,102,QUADHD,OLED,não,2000,500,jogos_intermediarios
hp,2022,12,21,12,sim,8,4,148,FULLHD,TN,não,0,250,jogos_intermediarios
positivo,2014,10,15,32,não,0,1,139,HD,TN,não,250,0,entrada
apple,2017,6,8,16,não,0,2,524,FULLHD,AMOLED,não,0,250,premium
hp,2022,4,8,16,sim,8,4,155,4K,VA,não,0,1000,jogos_intermediarios
xiaomi,2018,12,14,8,não,0,2,571,4K,OLED,não,0,1000,premium
huawei,2021,8,15,16,não,0,3,508,QUADHD,AMOLED,não,0,250,premium
hp,2011,8,14,12,sim,4,2,177,QUADHD,IPS,não,500,1000,jogos_intermediarios
samsung,2016,6,12,8,não,0,3,599,QUADHD,AMOLED,não,0,2000,premium
xiaomi,2023,8,11,16,não,0,3,547,FULLHD,AMOLED,não,0,250,premium
samsung,2010,4,5,16,sim,6,2,142,QUADHD,OLED,não,1000,1000,jogos_premium
samsung,2021,8,15,32,sim,6,4,178,4K,AMOLED,não,0,250,jogos_premium
acer,2023,12,13,12,não,0,3,460,FULLHD,AMOLED,sim,0,250,2em1
xiaomi,2010,8,9,8,não,0,3,514,4K,OLED,não,1000,250,premium
hp,2023,8,14,16,sim,8,4,88,4K,VA,não,0,2000,jogos_intermediarios
dell,2014,8,11,16,sim,4,1,85,FULLHD,TN,não,2000,125,jogos_intermediarios
asus,2015,10,16,12,não,0,2,528,FULLHD,OLED,não,0,1000,ultraportatil
razer,2019,12,12,8,não,0,2,460,FULLHD,AMOLED,não,0,1000,premium
positivo,2011,4,7,16,não,0,3,250,HD,IPS,não,1000,0,entrada
lenovo,2011,2,3,4,não,0,2,435,FULLHD,AMOLED,sim,1000,250,2em1
hp,2010,6,11,8,sim,2,1,89,FULLHD,TN,não,0,2000,jogos_entrada
samsung,2011,4,7,2,não,0,3,401,HD,TN,não,500,0,entrada
razer,2017,10,16,8,não,0,2,464,FULLHD,AMOLED,não,0,1000,premium
apple,2019,10,14,8,não,0,2,522,FULLHD,AMOLED,não,0,500,premium
hp,2019,12,16,12,sim,6,4,183,FULLHD,OLED,não,0,1000,jogos_intermediarios
positivo,2018,10,19,6,não,0,2,208,HD,IPS,não,250,0,entrada
apple,2021,10,12,16,não,0,2,409,QUADHD,AMOLED,não,0,500,premium
huawei,2014,6,7,16,não,0,3,590,QUADHD,AMOLED,não,250,250,premium
hp,2017,8,13,12,sim,4,1,98,FULLHD,TN,não,0,250,jogos_entrada
hp,2012,10,11,16,sim,6,4,66,FULLHD,TN,não,250,250,jogos_intermediarios
lenovo,2013,12,14,16,não,0,2,599,4K,OLED,não,2000,250,premium
huawei,2015,6,6,8,não,0,2,489,4K,AMOLED,não,0,250,premium
hp,2021,6,12,2,não,0,3,595,FULLHD,IPS,não,0,250,ultraportatil
positivo,2018,6,7,8,não,0,2,190,HD,TN,não,500,0,entrada
dell,2011,2,2,2,não,0,2,479,HD,IPS,não,1000,0,entrada
apple,2011,6,9,16,não,0,3,450,4K,AMOLED,não,500,250,premium
lenovo,2019,4,5,8,não,0,2,463,FULLHD,IPS,sim,0,250,2em1
samsung,2023,4,6,6,não,0,2,246,HD,TN,não,0,250,intermediario
apple,2010,8,8,16,não,0,2,516,FULLHD,AMOLED,não,1000,250,premium
positivo,2020,8,12,12,não,0,1,119,HD,TN,não,500,0,entrada
xiaomi,2015,4,4,16,não,0,2,577,FULLHD,AMOLED,não,0,250,premium
huawei,2020,6,8,16,não,0,3,419,FULLHD,AMOLED,não,0,2000,premium
dell,2020,12,15,16,não,0,1,271,HD,TN,não,2000,0,intermediario
huawei,2016,6,12,8,não,0,2,405,4K,OLED,não,0,250,premium
hp,2023,6,9,16,sim,8,4,134,QUADHD,OLED,não,0,500,jogos_intermediarios
asus,2017,6,6,16,não,0,2,243,HD,TN,não,250,0,entrada
lenovo,2013,4,5,16,sim,6,4,104,QUADHD,AMOLED,não,2000,2000,jogos_premium
samsung,2019,8,13,16,não,0,2,527,4K,OLED,não,0,250,premium
huawei,2015,8,15,16,não,0,2,446,QUADHD,AMOLED,não,0,250,premium
huawei,2020,6,10,16,não,0,3,575,FULLHD,OLED,não,0,250,premium
asus,2011,4,6,12,não,0,2,551,FULLHD,OLED,não,0,500,ultraportatil
samsung,2023,4,6,32,sim,12,4,90,QUADHD,OLED,não,0,2000,jogos_premium
asus,2010,4,5,16,não,0,3,571,FULLHD,VA,não,1000,250,ultraportatil
xiaomi,2017,10,10,16,não,0,3,414,QUADHD,OLED,não,0,250,premium
hp,2014,10,14,12,sim,4,2,40,QUADHD,IPS,não,0,1000,jogos_intermediarios
lenovo,2015,6,6,8,sim,4,4,58,FULLHD,VA,não,0,500,jogos_entrada
dell,2010,12,17,12,sim,6,2,32,FULLHD,TN,não,250,1000,jogos_intermediarios
samsung,2018,12,22,12,sim,4,3,130,4K,IPS,não,0,500,jogos_intermediarios
xiaomi,2020,10,18,8,não,0,3,473,4K,AMOLED,não,0,2000,premium
xiaomi,2014,6,8,16,não,0,3,425,4K,OLED,não,1000,250,premium
lenovo,2017,4,5,16,não,0,3,411,QUADHD,OLED,não,0,2000,premium
xiaomi,2014,4,7,8,não,0,3,454,QUADHD,AMOLED,não,500,250,premium
asus,2015,8,14,8,não,0,1,30,HD,IPS,não,0,2000,entrada
lenovo,2012,4,4,12,não,0,1,154,HD,TN,não,0,250,intermediario
huawei,2019,6,11,8,não,0,2,548,QUADHD,AMOLED,não,0,1000,premium
apple,2017,4,6,8,não,0,2,504,FULLHD,OLED,não,0,1000,premium
lenovo,2017,10,18,12,sim,2,4,161,FULLHD,OLED,não,0,2000,jogos_entrada
samsung,2018,6,8,8,não,0,2,552,FULLHD,AMOLED,sim,0,250,premium
xiaomi,2017,12,14,8,não,0,2,419,FULLHD,AMOLED,não,0,250,premium
dell,2011,6,12,6,não,0,3,597,FULLHD,OLED,não,500,1000,ultraportatil
apple,2012,6,9,8,não,0,2,567,QUADHD,AMOLED,não,0,2000,premium
hp,2018,8,16,16,não,0,2,577,FULLHD,IPS,não,0,250,ultraportatil
apple,2010,4,5,8,não,0,3,464,4K,OLED,não,250,250,premium
acer,2015,6,7,8,não,0,2,542,FULLHD,AMOLED,sim,0,2000,2em1
dell,2020,6,8,32,não,0,1,328,HD,TN,não,500,0,entrada
xiaomi,2017,10,11,16,não,0,2,573,QUADHD,OLED,não,0,2000,premium
acer,2013,6,8,4,não,0,2,58,HD,OLED,não,0,1000,intermediario
razer,2020,6,11,16,sim,6,4,40,FULLHD,AMOLED,não,0,1000,jogos_premium
asus,2019,12,18,8,não,0,3,429,HD,IPS,não,250,0,intermediario
asus,2020,6,9,16,não,0,3,593,QUADHD,AMOLED,sim,0,250,premium
xiaomi,2016,4,4,8,não,0,2,509,QUADHD,AMOLED,não,0,1000,premium
acer,2016,4,6,12,sim,6,1,179,FULLHD,TN,não,0,500,jogos_intermediarios
samsung,2011,2,3,2,não,0,3,30,FULLHD,AMOLED,sim,250,250,2em1
samsung,2023,12,14,16,não,0,3,495,QUADHD,AMOLED,não,0,500,premium
razer,2018,10,17,16,não,0,3,438,4K,OLED,não,0,2000,premium
dell,2015,10,13,12,sim,2,1,151,FULLHD,OLED,não,0,250,jogos_entrada
xiaomi,2013,10,13,16,não,0,3,495,FULLHD,AMOLED,não,2000,250,premium
samsung,2022,8,8,16,sim,12,4,117,4K,AMOLED,não,0,250,jogos_premium
lenovo,2015,8,9,8,não,0,2,566,4K,OLED,não,0,2000,premium
lenovo,2011,4,8,12,sim,2,4,42,FULLHD,IPS,não,2000,2000,jogos_entrada
xiaomi,2011,10,12,16,não,0,3,458,FULLHD,OLED,não,0,1000,premium
acer,2015,12,12,12,sim,6,2,100,FULLHD,TN,não,0,250,jogos_intermediarios
xiaomi,2015,10,10,8,não,0,2,559,4K,OLED,não,0,1000,premium
lenovo,2017,10,14,16,não,0,3,429,FULLHD,AMOLED,não,0,2000,premium
samsung,2017,10,13,12,sim,6,4,172,QUADHD,TN,não,0,250,jogos_intermediarios
apple,2017,4,4,8,não,0,3,415,FULLHD,OLED,não,0,2000,premium
xiaomi,2011,6,10,16,não,0,2,486,FULLHD,OLED,não,250,250,premium
asus,2011,4,4,6,não,0,2,510,FULLHD,IPS,não,0,2000,ultraportatil
samsung,2021,8,10,8,não,0,2,416,QUADHD,IPS,sim,0,2000,premium
apple,2019,4,5,8,não,0,2,430,QUADHD,OLED,não,0,1000,premium
razer,2021,6,8,8,não,0,2,412,QUADHD,AMOLED,não,0,2000,premium
dell,2017,10,10,32,sim,6,1,168,4K,AMOLED,não,0,2000,jogos_premium
samsung,2016,8,10,16,não,0,3,437,QUADHD,IPS,sim,0,1000,premium
xiaomi,2021,6,11,16,não,0,3,586,QUADHD,AMOLED,não,0,250,premium
acer,2015,4,4,16,não,0,2,96,HD,IPS,não,250,0,intermediario
samsung,2010,6,8,32,sim,6,2,48,FULLHD,AMOLED,não,1000,125,jogos_premium
samsung,2011,12,13,16,sim,4,2,58,FULLHD,OLED,não,0,250,jogos_intermediarios
acer,2023,6,11,16,sim,8,4,184,QUADHD,VA,não,0,1000,jogos_intermediarios
dell,2022,4,7,16,sim,8,4,182,QUADHD,IPS,não,0,2000,jogos_intermediarios
xiaomi,2020,4,6,16,não,0,2,487,4K,AMOLED,não,0,250,premium
xiaomi,2010,8,9,16,não,0,3,420,QUADHD,AMOLED,não,250,250,premium
razer,2023,8,8,16,sim,8,4,164,4K,OLED,não,0,1000,jogos_premium
apple,2020,12,15,8,não,0,2,499,FULLHD,AMOLED,não,0,250,premium
hp,2017,6,6,8,não,0,3,584,FULLHD,TN,não,0,250,ultraportatil
lenovo,2023,4,8,16,sim,6,4,182,QUADHD,OLED,não,0,250,jogos_intermediarios
acer,2017,8,12,32,não,0,2,377,HD,TN,não,250,0,entrada
apple,2013,12,20,16,não,0,3,412,4K,OLED,não,0,250,premium
asus,2010,10,20,16,não,0,3,426,FULLHD,OLED,não,250,250,premium
razer,2021,12,20,16,sim,6,4,30,QUADHD,OLED,não,0,250,jogos_premium
xiaomi,2015,10,19,8,não,0,2,580,QUADHD,AMOLED,não,0,1000,premium
xiaomi,2023,4,5,8,não,0,3,528,QUADHD,AMOLED,não,0,2000,premium
razer,2021,8,16,16,não,0,2,521,FULLHD,AMOLED,não,0,2000,premium
huawei,2022,10,18,8,não,0,3,522,FULLHD,AMOLED,não,0,2000,premium
positivo,2022,10,16,16,não,0,1,153,HD,TN,não,0,2000,entrada
samsung,2021,6,12,12,não,0,2,513,FULLHD,IPS,não,0,500,ultraportatil
dell,2013,4,8,12,sim,2,3,140,FULLHD,VA,não,250,500,jogos_entrada
lenovo,2010,2,4,6,não,0,3,582,FULLHD,IPS,não,250,500,ultraportatil
apple,2023,4,6,16,não,0,2,488,FULLHD,AMOLED,não,0,500,premium
hp,2014,6,7,12,sim,4,1,116,FULLHD,OLED,não,0,1000,jogos_intermediarios
apple,2021,4,8,16,não,0,2,442,QUADHD,OLED,não,0,1000,premium
dell,2014,8,12,12,não,0,3,570,FULLHD,OLED,não,2000,500,ultraportatil
huawei,2018,12,20,16,não,0,3,547,QUADHD,AMOLED,não,0,250,premium
acer,2021,6,9,12,não,0,3,451,FULLHD,IPS,sim,0,2000,2em1
acer,2012,4,6,8,sim,2,4,190,FULLHD,VA,não,1000,125,jogos_entrada
acer,2018,10,15,2,não,0,2,484,HD,TN,não,500,0,intermediario
apple,2018,8,10,16,não,0,2,443,4K,AMOLED,não,0,250,premium
xiaomi,2012,10,15,8,não,0,3,482,QUADHD,AMOLED,não,0,250,premium
acer,2016,4,4,32,não,0,4,160,HD,TN,não,1000,0,entrada
huawei,2015,12,17,16,não,0,2,562,QUADHD,AMOLED,não,0,500,premium
positivo,2017,4,6,2,não,0,1,82,HD,TN,não,500,0,entrada
positivo,2012,4,5,6,não,0,3,100,HD,IPS,não,0,1000,entrada
huawei,2012,4,8,16,não,0,3,563,4K,OLED,não,500,250,premium
asus,2014,6,8,32,não,0,3,129,HD,IPS,não,0,2000,entrada
xiaomi,2017,8,12,8,não,0,2,544,4K,OLED,não,0,500,premium
apple,2015,12,13,8,não,0,2,523,FULLHD,AMOLED,não,0,250,premium
apple,2011,4,5,16,não,0,3,551,4K,OLED,não,0,1000,premium
apple,2021,8,11,8,não,0,2,552,QUADHD,OLED,não,0,500,premium
huawei,2014,10,10,8,não,0,2,426,QUADHD,AMOLED,não,1000,250,premium
xiaomi,2011,10,11,16,não,0,3,475,FULLHD,AMOLED,não,0,250,premium
acer,2016,6,6,16,sim,6,4,108,FULLHD,IPS,não,0,1000,jogos_intermediarios
xiaomi,2012,10,12,16,não,0,3,411,4K,OLED,não,0,2000,premium
lenovo,2013,4,8,2,não,0,4,32,HD,TN,não,1000,0,entrada
samsung,2020,10,16,8,não,0,3,595,FULLHD,VA,não,0,250,ultraportatil
xiaomi,2010,4,7,16,não,0,3,583,FULLHD,OLED,não,1000,250,premium
asus,2023,10,11,16,não,0,3,409,FULLHD,AMOLED,sim,0,1000,premium
huawei,2012,6,10,8,não,0,3,537,QUADHD,AMOLED,não,2000,250,premium
razer,2015,10,14,32,sim,6,1,37,4K,AMOLED,não,0,250,jogos_premium
hp,2022,4,6,2,não,0,2,502,FULLHD,OLED,não,0,500,ultraportatil
apple,2021,6,9,8,não,0,2,590,4K,OLED,não,0,250,premium
acer,2012,6,11,12,não,0,3,37,FULLHD,IPS,sim,1000,250,2em1
lenovo,2013,6,11,16,não,0,1,498,HD,TN,não,1000,0,entrada
positivo,2014,6,10,16,não,0,3,230,HD,IPS,não,0,250,entrada
apple,2018,6,6,16,não,0,2,575,4K,AMOLED,não,0,500,premium
samsung,2010,4,4,8,sim,2,4,63,FULLHD,OLED,não,500,2000,jogos_entrada
lenovo,2012,2,3,8,sim,2,1,39,FULLHD,IPS,não,1000,500,jogos_entrada
xiaomi,2010,10,12,8,não,0,3,476,FULLHD,AMOLED,não,0,2000,premium
asus,2010,6,9,16,não,0,2,328,HD,TN,não,1000,0,intermediario
razer,2022,8,9,32,sim,8,4,189,QUADHD,AMOLED,não,0,250,jogos_premium
hp,2020,6,8,12,sim,2,4,194,FULLHD,TN,não,0,250,jogos_entrada
razer,2018,4,8,16,sim,6,3,131,QUADHD,OLED,não,0,500,jogos_premium
positivo,2023,10,17,2,não,0,3,285,HD,TN,não,500,2000,entrada
positivo,2021,8,12,32,não,0,1,97,HD,IPS,não,500,0,entrada
samsung,2019,4,6,8,não,0,1,387,HD,TN,não,500,0,entrada
hp,2017,8,13,2,não,0,2,592,FULLHD,VA,não,0,250,ultraportatil
hp,2021,8,9,12,sim,4,4,120,FULLHD,VA,não,0,1000,jogos_entrada
dell,2012,8,16,32,sim,6,3,115,FULLHD,OLED,não,250,125,jogos_premium
acer,2020,4,5,2,não,0,3,420,FULLHD,IPS,sim,0,1000,2em1
positivo,2020,8,8,32,não,0,1,62,HD,TN,não,500,0,entrada
apple,2018,10,15,8,não,0,3,564,FULLHD,AMOLED,não,0,250,premium
dell,2018,12,20,32,sim,6,4,84,4K,OLED,não,0,250,jogos_premium
apple,2015,8,8,8,não,0,2,529,QUADHD,OLED,não,0,500,premium
xiaomi,2021,8,9,8,não,0,3,567,QUADHD,AMOLED,não,0,250,premium
asus,2018,12,23,8,não,0,2,577,QUADHD,AMOLED,sim,0,1000,premium
acer,2017,4,8,4,não,0,1,433,HD,OLED,não,1000,0,intermediario
positivo,2017,4,8,4,não,0,4,50,HD,TN,não,1000,0,entrada
xiaomi,2011,10,17,16,não,0,3,402,FULLHD,OLED,não,1000,250,premium
apple,2017,6,12,8,não,0,2,560,4K,OLED,não,0,500,premium
lenovo,2021,12,20,64,não,0,2,520,HD,OLED,não,250,0,intermediario
asus,2010,6,10,6,não,0,3,590,FULLHD,VA,não,0,500,ultraportatil
apple,2021,4,7,8,não,0,2,587,FULLHD,OLED,não,0,250,premium
lenovo,2018,4,8,8,sim,4,3,74,FULLHD,IPS,não,0,250,jogos_entrada
dell,2018,10,19,8,sim,2,1,150,FULLHD,VA,não,0,2000,jogos_entrada
lenovo,2015,8,13,6,não,0,1,470,HD,TN,não,0,250,intermediario
lenovo,2015,4,7,6,não,0,3,567,FULLHD,IPS,não,0,500,ultraportatil
lenovo,2011,12,12,16,sim,4,1,163,4K,OLED,não,2000,2000,jogos_intermediarios
dell,2014,10,10,16,sim,6,1,46,4K,AMOLED,não,1000,125,jogos_premium
acer,2023,10,18,12,sim,4,4,129,FULLHD,VA,não,0,250,jogos_entrada
razer,2017,8,10,32,sim,6,3,191,FULLHD,AMOLED,não,0,250,jogos_premium
dell,2023,6,6,8,não,0,2,410,QUADHD,AMOLED,sim,0,2000,premium
asus,2022,8,9,6,não,0,2,380,FULLHD,IPS,sim,0,500,2em1
razer,2010,12,19,16,não,0,2,575,4K,OLED,não,250,250,premium
xiaomi,2011,10,15,16,não,0,3,571,4K,AMOLED,não,2000,250,premium
samsung,2020,12,14,8,sim,2,4,112,FULLHD,OLED,não,0,250,jogos_entrada
lenovo,2016,6,10,8,sim,2,2,128,FULLHD,VA,não,0,250,jogos_entrada
positivo,2010,2,4,8,não,0,4,60,HD,TN,não,250,0,entrada
huawei,2011,6,6,16,não,0,3,548,QUADHD,AMOLED,não,2000,250,premium
dell,2015,4,8,16,sim,6,2,178,4K,OLED,não,0,2000,jogos_premium
asus,2020,12,14,16,não,0,3,487,QUADHD,AMOLED,sim,0,1000,premium
lenovo,2018,8,10,6,não,0,2,343,FULLHD,AMOLED,sim,0,500,2em1
apple,2018,10,13,8,não,0,3,561,FULLHD,AMOLED,não,0,500,premium
hp,2012,10,15,16,sim,6,3,171,QUADHD,TN,não,500,500,jogos_intermediarios
xiaomi,2022,12,14,16,não,0,3,533,FULLHD,AMOLED,não,0,2000,premium
huawei,2020,6,10,8,não,0,3,486,4K,AMOLED,não,0,2000,premium
acer,2021,12,21,12,não,0,3,565,FULLHD,OLED,não,0,250,ultraportatil
razer,2016,10,12,8,não,0,2,489,FULLHD,OLED,não,0,250,premium
lenovo,2017,10,11,2,não,0,2,162,HD,IPS,não,250,0,entrada
razer,2011,6,10,16,sim,6,4,120,4K,OLED,não,0,2000,jogos_premium
hp,2015,4,8,32,não,0,2,567,FULLHD,VA,não,0,2000,ultraportatil
hp,2020,12,23,12,sim,2,4,129,FULLHD,IPS,não,0,2000,jogos_entrada
